query_template,params,startup_cost,total_cost,plan_rows,plan_width,num_nodes,plan_depth,num_relations,n_seq_scan,n_index_scan,n_bitmap_scan,n_hash_join,n_merge_join,n_nested_loop,n_sort,n_aggregate,n_gather,n_materialize,workers_planned,sum_est_rows,max_est_rows,est_scan_rows,sum_est_width,cost_per_est_row,startup_cost_frac,n_joins,planning_time_ms,execution_time_ms,actual_root_rows,query_id
Q11,"{""nation"": ""MOROCCO""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.632,243.262,1289.0,760
Q10,"{""date"": ""1994-01-01""}",194232.24,194232.29,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1067672,599455,684640,1716,9249.156666666668,0.9999945941295644,3,0.992,922.548,20.0,761
Q12,"{""m1"": ""TRUCK"", ""m2"": ""REG AIR"", ""date"": ""1996-01-01""}",210332.79,210585.94,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,675166,624951,637497,185,26323.2425,0.9987931350348697,1,0.38,766.966,2.0,762
Q17,"{""brand"": ""Brand#43"", ""container"": ""JUMBO CASE""}",195997.78,195997.8,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003593,6001215,6001323,106,97998.9,0.9999947958865055,1,0.342,1834.836,1.0,763
Q12,"{""m1"": ""FOB"", ""m2"": ""MAIL"", ""date"": ""1994-01-01""}",210244.05,210477.84,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,671294,624951,636529,185,26309.73,0.99888449594268,1,0.293,731.401,2.0,764
Q17,"{""brand"": ""Brand#45"", ""container"": ""LG PACK""}",195999.71,195999.72,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003767,6001215,6001329,106,97999.86,0.999994846957705,1,0.268,1876.882,1.0,765
Q19,"{""b1"": ""Brand#41"", ""b2"": ""Brand#15"", ""b3"": ""Brand#43"", ""q1"": 9, ""q2"": 17, ""q3"": 26}",32581.45,32581.46,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,251,200,201,159,16290.73,0.9999690017266959,1,0.464,75.327,1.0,766
Q6,"{""date"": ""1993-01-01"", ""discount"": 0.04, ""quantity"": 25}",168155.0,168155.01,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,937962,888598,49360,108,84077.505,0.9999939936728993,0,0.119,521.231,1.0,767
Q1,"{""delta"": 65}",231612.41,231614.66,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2478999,2478967,2478967,969,33087.80857142857,0.9999859681335882,0,0.209,2879.684,4.0,768
Q14,"{""date"": ""1997-06-01""}",114790.55,114790.56,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,303782,83333,114518,259,57395.28,0.9999912014437299,1,0.779,218.713,1.0,769
Q18,"{""q"": 315}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.074,4917.822,9.0,770
Q7,"{""nation1"": ""ETHIOPIA"", ""nation2"": ""SAUDI ARABIA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.663,5329.359,4.0,771
Q13,"{""w1"": ""unusual"", ""w2"": ""accounts""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.359,1083.308,42.0,772
Q5,"{""region"": ""EUROPE"", ""date"": ""1993-01-01""}",86574.79,86574.85,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196573,76231,72546,588,3329.8019230769232,0.99998775640089,5,2.265,876.294,5.0,773
Q1,"{""delta"": 60}",231670.4,231672.66,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2480656,2480624,2480624,969,33096.09428571429,0.9999859284823315,0,0.216,2868.933,4.0,774
Q6,"{""date"": ""1994-01-01"", ""discount"": 0.07, ""quantity"": 24}",168004.9,168004.91,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,926948,880122,46822,108,84002.455,0.9999939883067208,0,0.12,533.473,1.0,775
Q15,"{""date"": ""1995-11-01""}",148901.44,149433.21,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,394934,233542,107357,434,2930.0629411764703,0.9964347521226901,1,0.228,436.236,1.0,776
Q6,"{""date"": ""1996-01-01"", ""discount"": 0.07, ""quantity"": 25}",169012.4,169012.41,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,992752,940583,52165,108,84506.205,0.999994024142818,0,0.121,545.744,1.0,777
Q9,"{""color"": ""burnished""}",50006.61,50020.91,96,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,353980,333333,336728,575,515.6794845360826,0.9996941340304678,5,2.988,3420.155,175.0,778
Q19,"{""b1"": ""Brand#22"", ""b2"": ""Brand#51"", ""b3"": ""Brand#21"", ""q1"": 1, ""q2"": 12, ""q3"": 30}",32574.27,32574.28,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,252,200,201,159,16287.14,0.999968994894288,1,0.527,75.806,1.0,779
Q14,"{""date"": ""1997-09-01""}",118218.81,118218.83,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,317837,83333,117715,259,59109.415,0.999991372005864,1,0.306,217.145,1.0,780
Q4,"{""date"": ""1994-02-01""}",70544.26,70587.58,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,89394,55218,23014,128,11764.596666666666,0.9993721363994005,1,0.729,320.96,5.0,781
Q3,"{""segment"": ""AUTOMOBILE"", ""date"": ""1995-03-03""}",200696.81,200696.84,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1600345,316807,313873,256,18245.16727272727,0.9999948679068993,2,0.69,668.73,10.0,782
Q16,"{""brand"": ""Brand#13"", ""typeprefix"": ""SMALL PLATED"", ""sizes"": ""2, 7, 9, 12, 17, 25, 44, 50""}",35820.49,35860.42,15971,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,331860,166667,179006,300,2.245205359378913,0.9988586620384804,1,0.444,723.921,18290.0,783
Q17,"{""brand"": ""Brand#21"", ""container"": ""WRAP JAR""}",195999.85,195999.86,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003779,6001215,6001329,106,97999.93,0.9999948469613859,1,0.327,1842.537,1.0,784
Q4,"{""date"": ""1997-07-01""}",71240.49,71285.28,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,92542,57164,23824,128,11880.88,0.999357660408146,1,0.367,310.291,5.0,785
Q7,"{""nation1"": ""JAPAN"", ""nation2"": ""PERU""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.671,5307.497,4.0,786
Q15,"{""date"": ""1994-05-01""}",148852.08,149383.85,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,381116,223788,103293,434,2929.095098039216,0.996433574087332,1,0.229,438.569,1.0,787
Q19,"{""b1"": ""Brand#25"", ""b2"": ""Brand#23"", ""b3"": ""Brand#52"", ""q1"": 2, ""q2"": 15, ""q3"": 22}",32467.43,32467.44,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,249,199,200,159,16233.72,0.9999688928695065,1,0.541,79.725,1.0,788
Q18,"{""q"": 315}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.079,4855.355,9.0,789
Q11,"{""nation"": ""CANADA""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.632,227.264,819.0,790
Q7,"{""nation1"": ""CHINA"", ""nation2"": ""SAUDI ARABIA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.646,5520.244,4.0,791
Q15,"{""date"": ""1995-08-01""}",149219.71,149751.48,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,374476,219101,101340,434,2936.303529411765,0.9964423293691028,1,0.228,419.44,1.0,792
Q18,"{""q"": 312}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.07,4855.272,10.0,793
Q4,"{""date"": ""1993-12-01""}",70618.09,70661.56,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,89718,55419,23097,128,11776.926666666666,0.9993706709748416,1,0.358,323.469,5.0,794
Q19,"{""b1"": ""Brand#24"", ""b2"": ""Brand#51"", ""b3"": ""Brand#31"", ""q1"": 9, ""q2"": 15, ""q3"": 20}",32914.43,32914.44,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,255,203,204,159,16457.22,0.999969315312206,1,0.554,85.15,1.0,795
Q7,"{""nation1"": ""JAPAN"", ""nation2"": ""UNITED STATES""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.669,5175.277,4.0,796
Q7,"{""nation1"": ""RUSSIA"", ""nation2"": ""JORDAN""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.677,5138.078,4.0,797
Q16,"{""brand"": ""Brand#41"", ""typeprefix"": ""ECONOMY POLISHED"", ""sizes"": ""14, 25, 26, 37, 39, 41, 48, 50""}",35741.03,35780.83,15917,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,330716,166667,178910,300,2.2478219625581106,0.9988597564741657,1,0.448,740.184,18295.0,798
Q9,"{""color"": ""chocolate""}",66555.5,66580.67,169,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,369426,333333,339253,575,391.651,0.9996069488794739,5,2.99,3464.622,175.0,799
Q13,"{""w1"": ""pending"", ""w2"": ""requests""}",143633.17,143633.67,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2147426,606013,668513,104,714.5953731343284,0.9999895568388886,1,0.371,1030.997,41.0,800
Q21,"{""nation"": ""EGYPT""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.334,3410.893,100.0,801
Q5,"{""region"": ""MIDDLE EAST"", ""date"": ""1996-01-01""}",86626.88,86626.94,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196871,76455,72546,588,3331.805384615385,0.9999877637630539,5,2.451,853.933,5.0,802
Q1,"{""delta"": 111}",230399.45,230401.7,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2444343,2444311,2444311,969,32914.52857142857,0.9999858942625238,0,0.158,2818.394,4.0,803
Q22,"{""codes"": ""'14', '16', '20', '21', '24', '25', '32'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.437,111.431,7.0,804
Q12,"{""m1"": ""FOB"", ""m2"": ""MAIL"", ""date"": ""1997-01-01""}",210329.3,210581.69,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,675014,624951,637459,185,26322.71125,0.9987967197113874,1,0.35,734.54,2.0,805
Q4,"{""date"": ""1993-04-01""}",70828.07,70871.99,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,90670,56006,23342,128,11811.998333333335,0.9993661901381613,1,0.28,304.556,5.0,806
Q4,"{""date"": ""1996-11-01""}",71179.9,71224.56,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,92263,56991,23752,128,11870.76,0.9993589379992238,1,0.486,306.556,5.0,807
Q17,"{""brand"": ""Brand#55"", ""container"": ""LG PKG""}",195999.3,195999.31,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003729,6001215,6001327,106,97999.655,0.9999948469469258,1,0.341,1850.53,1.0,808
Q1,"{""delta"": 76}",231450.81,231453.07,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2474382,2474350,2474350,969,33064.724285714285,0.9999859151321037,0,0.204,2885.954,4.0,809
Q14,"{""date"": ""1993-11-01""}",114275.41,114275.42,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,301886,83333,114087,259,57137.71,0.9999911617812319,1,0.271,212.484,1.0,810
Q7,"{""nation1"": ""GERMANY"", ""nation2"": ""IRAN""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.684,5263.345,4.0,811
Q13,"{""w1"": ""special"", ""w2"": ""deposits""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.362,1076.957,42.0,812
Q6,"{""date"": ""1995-01-01"", ""discount"": 0.09, ""quantity"": 25}",168277.72,168277.73,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,945640,895855,49781,108,84138.865,0.999993998053111,0,0.117,515.127,1.0,813
Q16,"{""brand"": ""Brand#23"", ""typeprefix"": ""PROMO PLATED"", ""sizes"": ""24, 25, 30, 32, 33, 34, 42, 49""}",35681.19,35720.88,15875,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,329854,166667,178838,300,2.249992441421013,0.9988609222135006,1,0.449,839.579,18287.0,814
Q11,"{""nation"": ""MOZAMBIQUE""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.653,197.219,838.0,815
Q19,"{""b1"": ""Brand#35"", ""b2"": ""Brand#32"", ""b3"": ""Brand#53"", ""q1"": 6, ""q2"": 18, ""q3"": 28}",32802.3,32802.31,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,253,202,203,159,16401.155,0.9999692104241921,1,0.558,82.918,1.0,816
Q8,"{""nation"": ""ALGERIA"", ""region"": ""AFRICA"", ""type"": ""PROMO BURNISHED NICKEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.409,351.293,2.0,817
Q10,"{""date"": ""1993-11-01""}",195163.8,195163.85,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1090240,599455,686131,1716,9293.516666666666,0.9999946199328413,3,0.988,842.723,20.0,818
Q16,"{""brand"": ""Brand#13"", ""typeprefix"": ""SMALL POLISHED"", ""sizes"": ""4, 13, 23, 28, 36, 41, 45, 46""}",35880.27,35920.3,16012,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,332720,166667,179078,300,2.2431961531255857,0.9988577807596049,1,0.457,716.291,18127.0,819
Q7,"{""nation1"": ""MOZAMBIQUE"", ""nation2"": ""RUSSIA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.792,5439.296,4.0,820
Q8,"{""nation"": ""JAPAN"", ""region"": ""ASIA"", ""type"": ""LARGE BRUSHED NICKEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.427,349.037,2.0,821
Q20,"{""color"": ""indian"", ""date"": ""1994-01-01"", ""nation"": ""CHINA""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.701,1668.644,172.0,822
Q17,"{""brand"": ""Brand#42"", ""container"": ""JUMBO JAR""}",195998.75,195998.76,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003680,6001215,6001326,106,97999.38,0.9999948469324655,1,0.313,1864.719,1.0,823
Q20,"{""color"": ""lace"", ""date"": ""1993-01-01"", ""nation"": ""RUSSIA""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.678,1654.472,172.0,824
Q17,"{""brand"": ""Brand#33"", ""container"": ""WRAP JAR""}",196001.22,196001.23,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003902,6001215,6001333,106,98000.615,0.999994846997404,1,0.315,1884.142,1.0,825
Q11,"{""nation"": ""BRAZIL""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.634,256.54,907.0,826
Q16,"{""brand"": ""Brand#13"", ""typeprefix"": ""SMALL POLISHED"", ""sizes"": ""15, 22, 30, 31, 34, 36, 38, 45""}",35663.87,35703.53,15863,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,329604,166667,178817,300,2.2506007312153304,0.9988612089278308,1,0.467,739.636,18172.0,827
Q11,"{""nation"": ""IRAQ""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.761,186.532,514.0,828
Q2,"{""size"": 49, ""type"": ""BRASS"", ""region"": ""ASIA""}",56294.36,56294.36,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343273,160000,10443,1634,28147.18,0.999982236546671,7,1.342,518.732,100.0,829
Q16,"{""brand"": ""Brand#52"", ""typeprefix"": ""SMALL BURNISHED"", ""sizes"": ""12, 13, 15, 17, 19, 22, 47, 50""}",35812.94,35852.85,15966,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,331752,166667,178997,300,2.2454343333124567,0.9988589788823238,1,0.458,728.01,18178.0,830
Q15,"{""date"": ""1993-05-01""}",149163.03,149694.81,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,375483,219812,101636,434,2935.1923529411765,0.9964409157477421,1,0.27,432.193,1.0,831
Q8,"{""nation"": ""KENYA"", ""region"": ""AFRICA"", ""type"": ""ECONOMY POLISHED STEEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.449,352.147,2.0,832
Q3,"{""segment"": ""AUTOMOBILE"", ""date"": ""1995-03-08""}",201006.97,201006.99,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1603198,317111,315281,256,18273.362727272728,0.999994925574849,2,0.661,672.604,10.0,833
Q6,"{""date"": ""1994-01-01"", ""discount"": 0.08, ""quantity"": 25}",168019.97,168019.98,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,929639,880122,49513,108,84009.99,0.9999939888459167,0,0.12,532.929,1.0,834
Q5,"{""region"": ""EUROPE"", ""date"": ""1995-01-01""}",86450.85,86450.91,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,195866,75699,72546,588,3325.0350000000003,0.9999877388481064,5,2.312,859.535,5.0,835
Q11,"{""nation"": ""ARGENTINA""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.643,207.455,786.0,836
Q18,"{""q"": 313}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.083,4901.774,9.0,837
Q6,"{""date"": ""1996-01-01"", ""discount"": 0.05, ""quantity"": 24}",168999.67,168999.68,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,990479,940583,49892,108,84499.84,0.9999940236926859,0,0.118,534.499,1.0,838
Q4,"{""date"": ""1996-07-01""}",71181.83,71226.5,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,92268,56994,23754,128,11871.083333333334,0.9993588150644064,1,0.368,308.254,5.0,839
Q8,"{""nation"": ""CHINA"", ""region"": ""ASIA"", ""type"": ""STANDARD BURNISHED BRASS""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.439,352.972,2.0,840
Q15,"{""date"": ""1995-06-01""}",148796.67,149328.44,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,387188,228074,105079,434,2928.0086274509804,0.9964322507336799,1,0.224,432.643,1.0,841
Q10,"{""date"": ""1993-10-01""}",195560.35,195560.4,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1099948,599455,686772,1716,9312.4,0.9999946308422828,3,1.03,862.867,20.0,842
Q9,"{""color"": ""violet""}",66555.5,66580.67,169,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,369426,333333,339253,575,391.651,0.9996069488794739,5,3.376,3452.401,175.0,843
Q4,"{""date"": ""1996-04-01""}",71179.9,71224.56,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,92263,56991,23752,128,11870.76,0.9993589379992238,1,0.385,313.122,5.0,844
Q21,"{""nation"": ""PERU""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.359,3411.681,100.0,845
Q3,"{""segment"": ""MACHINERY"", ""date"": ""1995-03-08""}",204631.57,204631.6,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1632327,324215,315558,256,18602.872727272726,0.9999949665889013,2,0.722,666.561,10.0,846
Q18,"{""q"": 314}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.068,4910.579,9.0,847
Q17,"{""brand"": ""Brand#52"", ""container"": ""WRAP CAN""}",195999.43,195999.45,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003742,6001215,6001328,106,97999.725,0.9999947959303154,1,0.341,1822.263,1.0,848
Q13,"{""w1"": ""special"", ""w2"": ""deposits""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.396,1054.268,42.0,849
Q22,"{""codes"": ""'13', '15', '16', '19', '28', '29', '34'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.337,109.039,7.0,850
Q17,"{""brand"": ""Brand#13"", ""container"": ""WRAP PACK""}",195999.85,195999.86,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003779,6001215,6001329,106,97999.93,0.9999948469613859,1,0.31,1819.372,1.0,851
Q6,"{""date"": ""1996-01-01"", ""discount"": 0.02, ""quantity"": 25}",169007.95,169007.96,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,991957,940583,51370,108,84503.98,0.999994023985474,0,0.124,547.547,1.0,852
Q4,"{""date"": ""1994-01-01""}",70246.49,70289.18,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,88045,54385,22666,128,11714.863333333333,0.9993784338011371,1,0.369,300.719,5.0,853
Q3,"{""segment"": ""AUTOMOBILE"", ""date"": ""1995-03-29""}",202124.26,202124.29,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1612580,317806,320890,256,18374.935454545455,0.9999949041507868,2,0.691,677.795,10.0,854
Q3,"{""segment"": ""AUTOMOBILE"", ""date"": ""1995-03-15""}",201434.75,201434.78,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1607116,317517,317253,256,18312.252727272727,0.9999948867078133,2,0.686,679.842,10.0,855
Q18,"{""q"": 312}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.058,4728.745,10.0,856
Q10,"{""date"": ""1993-03-01""}",194734.95,194735.0,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1079967,599455,685452,1716,9273.095238095239,0.9999946080847918,3,1.013,846.503,20.0,857
Q10,"{""date"": ""1994-12-01""}",194807.07,194807.12,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1081584,599455,685559,1716,9276.529523809524,0.999994610080935,3,1.005,829.391,20.0,858
Q15,"{""date"": ""1994-11-01""}",148833.32,149365.09,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,390037,230085,105917,434,2928.727254901961,0.9964331261533325,1,0.229,450.202,1.0,859
Q15,"{""date"": ""1995-03-01""}",148752.34,149284.11,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,382847,225010,103802,434,2927.1394117647055,0.9964311912956356,1,0.231,436.19,1.0,860
Q21,"{""nation"": ""UNITED STATES""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.37,3191.95,100.0,861
Q20,"{""color"": ""forest"", ""date"": ""1997-01-01"", ""nation"": ""MOZAMBIQUE""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,1.135,1639.731,186.0,862
Q22,"{""codes"": ""'15', '18', '22', '27', '30', '31', '32'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.441,115.171,7.0,863
Q9,"{""color"": ""gainsboro""}",43023.96,43034.68,72,90,15,8,6,2,4,0,1,0,4,1,1,1,0,2,12978,10102,2557,571,589.5161643835617,0.9997276678328307,5,2.957,3420.613,175.0,864
Q1,"{""delta"": 78}",231393.59,231395.84,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2472747,2472715,2472715,969,33056.54857142857,0.9999859548643794,0,0.208,2881.012,4.0,865
Q18,"{""q"": 315}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.066,4867.401,9.0,866
Q17,"{""brand"": ""Brand#52"", ""container"": ""JUMBO JAR""}",195998.61,195998.62,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003667,6001215,6001325,106,97999.31,0.9999948469287848,1,0.346,1815.815,1.0,867
Q19,"{""b1"": ""Brand#25"", ""b2"": ""Brand#55"", ""b3"": ""Brand#34"", ""q1"": 10, ""q2"": 10, ""q3"": 28}",33028.43,33028.44,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,256,204,205,159,16514.22,0.9999694212193727,1,0.466,74.825,1.0,868
Q19,"{""b1"": ""Brand#11"", ""b2"": ""Brand#12"", ""b3"": ""Brand#55"", ""q1"": 7, ""q2"": 20, ""q3"": 30}",33028.43,33028.44,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,256,204,205,159,16514.22,0.9999694212193727,1,0.5,73.744,1.0,869
Q9,"{""color"": ""snow""}",43023.96,43034.68,72,90,15,8,6,2,4,0,1,0,4,1,1,1,0,2,12978,10102,2557,571,589.5161643835617,0.9997276678328307,5,2.979,3428.903,175.0,870
Q19,"{""b1"": ""Brand#43"", ""b2"": ""Brand#22"", ""b3"": ""Brand#12"", ""q1"": 7, ""q2"": 16, ""q3"": 21}",33140.76,33140.77,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,257,205,206,159,16570.385,0.9999695248624321,1,0.528,77.231,1.0,871
